"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"65th","https://www.soraredata.com/player/22903947459713920402700922798583049547652675365252048416371572212746057533381","https://assets.sorare.com/player/d3e8d4b2-bdd4-4e1f-b55a-279ec8298f32/picture/avatar-6ae9120eda5f33ea6c48009634c39f53.png","Ryan Gauld","Midfielder  - 27","48.6","80%  PLAYED","64.0","87%  PLAYED","59.0","83%  PLAYED","Ξ 0,0220","Ξ 0,225","3-day average","Ξ 1,250","3-day average","2-week average"
"66th","https://www.soraredata.com/player/108003326830722637247736438624399727084044964840253481166508483235733019014042","https://assets.sorare.com/player/0e7e68a5-550d-4478-a26a-04fcbe975e0a/picture/avatar-9f5363637f4ccd313fd1afd63fd62d61.png","Gotoku Sakai","Defender  - 32","65.4","100%  PLAYED","64.0","93%  PLAYED","57.3","95%  PLAYED","Ξ 0,0162","Ξ 0,128","3-day average","Ξ 1,000","1-month average","Last public sale"
"67th","https://www.soraredata.com/player/60371005214090549993020068166151116563626053109013389540443649482785738686451","https://assets.sorare.com/player/0c9a16f0-0024-40ce-b91d-558659822667/picture/avatar-9165dc954972d0cf9f9c46ae552aafa7.png","Kalidou Koulibaly","Defender  - 31","72.7","100%  PLAYED","63.9","80%  PLAYED","56.5","75%  PLAYED","Ξ 0,0195","Ξ 0,108","3-day average","Ξ 0,280","3-day average","Last public sale"
"68th","https://www.soraredata.com/player/97285820453271805232428943514300316793133606232853607615791713547324509212921","https://assets.sorare.com/player/08685d46-2bb4-4aa5-bb32-3c81fbcc9b75/picture/avatar-5783080e5e89f3a6e060c453f2d40440.png","Konstantinos Mavropanos","Defender  - 25","68.8","100%  PLAYED","63.9","87%  PLAYED","62.8","93%  PLAYED","Ξ 0,0167","Ξ 0,134","3-day average","Ξ 1,180","2-week average","Last public sale"
"69th","https://www.soraredata.com/player/24709704725740746948779878524450989567029208674914367491952779600306757821916","https://assets.sorare.com/player/91f5a54d-59ff-45ff-a862-76e7a415c119/picture/avatar-c14f87951e2c563a3d0161a95b7d7d4f.png","Stefan Ristovski","Defender  - 31","67.2","100%  PLAYED","63.9","93%  PLAYED","55.3","75%  PLAYED","Ξ 0,0049","Ξ 0,0780","3-day average","Ξ 0,201","7-day average","Last public sale"
"70th","https://www.soraredata.com/player/85696243050799167100456163387498817560484299481597904229425493460659217963176","https://assets.sorare.com/player/27619c53-039a-48fe-b860-129e03068c76/picture/avatar-f06da588da1373ec7ec5b814ba363346.png","Papa N'Diaye","Midfielder  - 32","71.5","100%  PLAYED","63.9","100%  PLAYED","59.1","93%  PLAYED","Ξ 0,0086","Ξ 0,0875","3-day average","Ξ 0,337","3-day average","Last public sale"
"71st","https://www.soraredata.com/player/94093600118610829028292293586075402144036541188890769950927360004282655165221","https://assets.sorare.com/player/6ae9c3fa-1eff-4171-bc90-0ae21b7c3ae5/picture/avatar-38844afa1f86cf89b9cc61872dd7d230.png","Mohamed Daramy","Forward  - 21","54.7","100%  PLAYED","63.8","100%  PLAYED","52.3","80%  PLAYED","Ξ 0,0362","Ξ 0,432","2-week average","Ξ 0,836","1-month average","Last public sale"
"72nd","https://www.soraredata.com/player/91549207453607127694744683521929520206040954289804506559334205517872200510721","https://assets.sorare.com/player/97648e11-dbde-47d0-9542-73994c3a0a2a/picture/avatar-5b3af12c4295165a22934891f4cf45ab.png","Gijs Smal","Defender  - 25","66.2","100%  PLAYED","63.8","100%  PLAYED","62.7","100%  PLAYED","Ξ 0,0174","Ξ 0,177","3-day average","Ξ 1,721","7-day average","Last public sale"
"73rd","https://www.soraredata.com/player/60662980128694226620566538861570532476999160342302769236926979326798659740129","https://assets.sorare.com/player/eb821ad4-062c-4624-8a28-d57241d67c08/picture/avatar-f2a8fa027d8279b452a22326ffb6ba62.png","Davidson","Forward  - 32","62.1","100%  PLAYED","63.7","100%  PLAYED","65.2","98%  PLAYED","Ξ 0,0821","Ξ 1,296","3-day average","Ξ 0,401","Last public sale","Last public sale"
"74th","https://www.soraredata.com/player/47224301532385317623254783625865746951872365417909321988718636131699140931449","https://assets.sorare.com/player/86bd4115-f1c2-4a68-a760-cff7d08c1935/picture/avatar-dd1009da6fffebaca7004bcfea15f96d.png","Thom Haye","Midfielder  - 28","58.6","80%  PLAYED","63.6","93%  PLAYED","63.3","93%  PLAYED","Ξ 0,0112","Ξ 0,165","3-day average","Ξ 1,210","7-day average","Last public sale"
"75th","https://www.soraredata.com/player/43434581456067563524961484244383307314443252284287672963244320688475359896364","https://assets.sorare.com/player/b2b3056c-aeec-4d72-a6de-2330138d795f/picture/avatar-88bd1f566aab96cbe5f112469e3034cf.png","Luke McNally","Defender  - 23","50.2","100%  PLAYED","63.5","93%  PLAYED","58.8","40%  PLAYED","Ξ 0,0096","Ξ 0,104","3-day average","Ξ 0,0455","2-week average","Last public sale"
"76th","https://www.soraredata.com/player/60389937651983255232131759838424127610248168045911778149227488200109959393336","https://assets.sorare.com/player/d8cdf2c8-73f0-4645-acb1-3ecc42ac90a9/picture/avatar-8848cdaaed31008f8ccfb2b971078347.png","Exequiel Palacios","Midfielder  - 24","57.5","100%  PLAYED","63.5","87%  PLAYED","51.7","63%  PLAYED","Ξ 0,0158","Ξ 0,143","3-day average","Ξ 0,300","7-day average","Last public sale"
"77th","https://www.soraredata.com/player/115421194760386954726384092483223886589040286449415211851718780589171739095681","https://assets.sorare.com/player/51e4961e-b4bf-4917-a011-2c75780e0db8/picture/avatar-459e112a238fe0df4cf2c7f7ead86d43.png","Kevin Mac Allister","Defender  - 25","69.8","100%  PLAYED","63.5","100%  PLAYED","57.6","75%  PLAYED","Ξ 0,0111","Ξ 0,147","3-day average","Ξ 0,570","7-day average","Last public sale"
"78th","https://www.soraredata.com/player/14587240346187239742749677826077381666637778816040661146380214795505933833241","https://assets.sorare.com/player/14f5c7b3-dc16-4415-9c6f-4cd676bf0e3f/picture/avatar-0d8622220127c6573e674d80e66dab6b.png","Gabriel Sara","Midfielder  - 23","62.3","100%  PLAYED","63.4","100%  PLAYED","50.1","88%  PLAYED","Ξ 0,0069","Ξ 0,0828","3-day average","Ξ 0,478","3-day average","1-month average"
"79th","https://www.soraredata.com/player/35809235663013254628873794771532803762288982053953342566479549956304129614499","https://assets.sorare.com/player/a3852823-a4da-45f1-b7e5-11fee2b6feb8/picture/avatar-8c4a3a0d1b1585a0605acdcd3d8b47d5.png","Samuel Chukwueze","Forward  - 23","70.7","100%  PLAYED","63.3","100%  PLAYED","52.6","95%  PLAYED","Ξ 0,0233","Ξ 0,155","3-day average","Ξ 0,421","3-day average","Last public sale"
"80th","https://www.soraredata.com/player/88079640502864382029353714304833022920127311250847293725587476361431290538082","https://assets.sorare.com/player/b4c89a53-84c5-4dd9-843f-9ed4c3f80657/picture/avatar-686c1c07d0a042a5fa877e6d317540ba.png","Ellyes Skhiri","Midfielder  - 27","57.1","100%  PLAYED","63.3","100%  PLAYED","57.4","93%  PLAYED","Ξ 0,0065","Ξ 0,0525","3-day average","Ξ 0,445","3-day average","Last public sale"
"81st","https://www.soraredata.com/player/91431124766178964489776297848306522580455061044063461191913975730175962290283","https://assets.sorare.com/player/fe2ecf53-76a2-4824-8e19-7bd6bc8e5beb/picture/avatar-9ec847b5b94c428f2e9bc2ece4d218d6.png","Ivan Provedel","Goalkeeper  - 29","62.1","100%  PLAYED","63.3","80%  PLAYED","58.3","88%  PLAYED","Ξ 0,0393","Ξ 0,670","3-day average","Ξ 1,300","2-week average","Last public sale"
"82nd","https://www.soraredata.com/player/16552272026936580533923813949919597033060503523228896093553150361412381023065","https://assets.sorare.com/player/94363a18-8a15-4404-94d4-a23e6f2d6c18/picture/avatar-a6c5488cee191da15ac8ad333f8820b0.png","Jessy Benet","Midfielder  - 27","61.9","100%  PLAYED","63.2","87%  PLAYED","52.9","85%  PLAYED","Ξ 0,0040","Ξ 0,0492","3-day average","Ξ 0,350","7-day average","3-day average"
"83rd","https://www.soraredata.com/player/49638421694818287689230369398507025315539765645309594686570800092237295319957","https://assets.sorare.com/player/6ec3611f-9c58-423e-a1b9-85aa22d27160/picture/avatar-4d03f92a0708cc6bf9468295530471b3.png","Joe Willis","Goalkeeper  - 34","65.8","100%  PLAYED","63.2","100%  PLAYED","52.2","95%  PLAYED","Ξ 0,0343","Ξ 0,346","3-day average","Ξ 0,999","3-day average","2-week average"
"84th","https://www.soraredata.com/player/108364429427955739960298159119163518975816110185259198287232398648357400427605","https://assets.sorare.com/player/7486967c-bd85-47e7-a84f-c61806aae2cd/picture/avatar-ef7c94526210f63bbe473d32d4fa86bf.png","Makoto Mitsuta","Forward  - 23","70.3","100%  PLAYED","63.2","87%  PLAYED","59.3","90%  PLAYED","Ξ 0,0630","Ξ 0,495","3-day average","Ξ 2,211","1-month average","Last public sale"
"85th","https://www.soraredata.com/player/43357518450117731102674236600944769819000996070572676172618551834520424289452","https://assets.sorare.com/player/e2865565-f42a-47f3-8de1-0bc8b581f400/picture/avatar-eb428fb42b3e77227c37edae8f837be2.png","Thibaut Courtois","Goalkeeper  - 30","67.6","100%  PLAYED","63.2","87%  PLAYED","58.9","80%  PLAYED","Ξ 0,0971","Ξ 0,885","3-day average","Ξ 3,328","3-day average","Last public sale"
"86th","https://www.soraredata.com/player/70116344041329502236655587372401183333087026549528954608598438362837354531580","https://assets.sorare.com/player/b2f31c53-ff44-43cf-9852-a9d213edc418/picture/avatar-9e447165d3a1e20fab3de9b4b75cc661.png","Enzo Le Fée","Midfielder  - 23","62.7","60%  PLAYED","63.1","87%  PLAYED","61.3","93%  PLAYED","Ξ 0,0168","Ξ 0,210","3-day average","Ξ 2,003","3-day average","Last public sale"
"87th","https://www.soraredata.com/player/9783483202823607568816031444000817125944452252426085939303249304886402538832","https://assets.sorare.com/player/2f58adb0-4165-4064-8e48-4fe9f6f10d05/picture/avatar-23a4dee81847aa5ca6b5013d3cc04a62.png","Diego Valdés","Midfielder  - 29","66.5","100%  PLAYED","63.0","100%  PLAYED","59.4","98%  PLAYED","Ξ 0,0231","Ξ 0,195","7-day average","Ξ 1,250","7-day average","Last public sale"
"88th","https://www.soraredata.com/player/74799171617884117286642808584378103770391058197945705216897449709281860643552","https://assets.sorare.com/player/c5907f84-9d96-44cf-93ee-1ebc3fed6254/picture/avatar-c48d432acfe8b86065e085b79aae45e3.png","Yehvann Diouf","Goalkeeper  - 23","62.4","100%  PLAYED","63.0","100%  PLAYED","61.1","57%  PLAYED","Ξ 0,0529","Ξ 0,657","3-day average","Ξ 2,340","7-day average","Last public sale"
"89th","https://www.soraredata.com/player/27533055489564623809266558010866094709727270020264707490542753419870074452177","https://assets.sorare.com/player/1dc34ea9-2eb7-42b4-a9e4-89acfb9bce7d/picture/avatar-a82a9f31afe6885d8630af95a1aa8b24.png","Carlos Vela","Forward  - 34","62.4","100%  PLAYED","63.0","100%  PLAYED","62.5","95%  PLAYED","Ξ 0,0372","Ξ 0,249","3-day average","Ξ 1,448","3-day average","Last public sale"
"90th","https://www.soraredata.com/player/40491260212307269786153904270764443214721019181233480894468909618766060973246","https://assets.sorare.com/player/e11b6a5b-2e88-41d7-9c62-bcee31a9074e/picture/avatar-6e74f163dc92d2b7cbf0bfff75a1cad6.png","Denis Bouanga","Forward  - 28","72.6","100%  PLAYED","62.9","100%  PLAYED","59.4","88%  PLAYED","Ξ 0,0544","Ξ 0,387","3-day average","Ξ 1,216","3-day average","1-month average"
"91st","https://www.soraredata.com/player/88423868657148842088603886851036840836437574848651526201103537352995235558619","https://assets.sorare.com/player/0e2dbd76-1f1a-427d-8823-6085c3998133/picture/avatar-dec92aeb032aed8cdff145fed2f95e06.png","Xavi Simons","Midfielder  - 19","59.0","100%  PLAYED","62.9","100%  PLAYED","59.0","88%  PLAYED","Ξ 0,0565","Ξ 0,527","3-day average","Ξ 2,914","2-week average","1-month average"
"92nd","https://www.soraredata.com/player/77242409185692076433563103585915374851633004388969139387167454233617950192732","https://assets.sorare.com/player/8b298a8f-8891-4d29-9fb3-10a2bfd7e820/picture/avatar-97be853ef3ed48b2d856bc80fdfbc4b5.png","Faïz Selemani","Forward  - 29","47.2","80%  PLAYED","62.8","93%  PLAYED","59.9","80%  PLAYED","Ξ 0,0145","Ξ 0,250","7-day average","Ξ 0,600","Last public sale","Last public sale"
"93rd","https://www.soraredata.com/player/110321121899761934145200422377035898180400639756299465105420220148112794978224","https://assets.sorare.com/player/2c1cf7f5-42b3-4987-8ce2-839be72ffb81/picture/avatar-393ed89a006e12dd184eee78355464dd.png","Denis Vavro","Defender  - 27","59.1","80%  PLAYED","62.8","80%  PLAYED","59.7","85%  PLAYED","Ξ 0,0200","Ξ 0,679","3-day average","Ξ 0,0990","Last public sale","Last public sale"
"94th","https://www.soraredata.com/player/37498097684883648583407093108904516834683458695124371940289949063934274517998","https://assets.sorare.com/player/99b6319e-a9d0-4743-9bec-19b3a0efa5e8/picture/avatar-bb50e52f14fc85ea6d4e5126ca188e44.png","Matthijs de Ligt","Defender  - 23","64.9","100%  PLAYED","62.7","100%  PLAYED","58.0","75%  PLAYED","Ξ 0,0444","Ξ 0,270","3-day average","Ξ 1,777","3-day average","1-month average"
"95th","https://www.soraredata.com/player/47499863051591117681339855525199092014736653137534389615269438734971838985815","https://assets.sorare.com/player/90702d29-281c-4bb7-a61e-f7fca984fc81/picture/avatar-75ef3d10159d17478f6cd9f5ab60bcce.png","Jesper Karlsson","Forward  - 24","48.3","40%  PLAYED","62.7","80%  PLAYED","60.1","68%  PLAYED","Ξ 0,0214","Ξ 0,287","3-day average","Ξ 1,100","7-day average","1-month average"
"96th","https://www.soraredata.com/player/20944442293951208381438825998167856133164986042693738156594075726473049182444","https://assets.sorare.com/player/4aa24f64-0b54-4617-b7ed-d30c7edc1708/picture/avatar-5a0ad96fc86b4ebfbd4d00861354f9fc.png","Iñigo Vicente","Forward  - 25","63.9","100%  PLAYED","62.6","100%  PLAYED","54.0","95%  PLAYED","Ξ 0,0084","Ξ 0,0595","3-day average","Ξ 0,481","7-day average","Last public sale"
"97th","https://www.soraredata.com/player/87537916731315798765333429954917952340091251675134689960906630561041623517985","https://assets.sorare.com/player/7be06fee-0fe6-4ff7-96bf-15dc009fed33/picture/avatar-428919c9c07eb16f1f370d65db4d9207.png","Domenico Berardi","Forward  - 28","58.5","80%  PLAYED","62.6","80%  PLAYED","57.5","68%  PLAYED","Ξ 0,0407","No sale","7-day average","No sale","",""
"98th","https://www.soraredata.com/player/83963047076181998007647883588230565499207643821841030436212499322137398207803","https://assets.sorare.com/player/b30010ab-23f0-4b0f-9950-2a98c88a3999/picture/avatar-a623ea2148d455997ddd30a598ac97ce.png","Florian Wirtz","Midfielder  - 19","57.1","100%  PLAYED","62.5","93%  PLAYED","60.2","40%  PLAYED","Ξ 0,101","Ξ 1,165","3-day average","Ξ 5,404","3-day average","Last public sale"
"99th","https://www.soraredata.com/player/80150292604804842220349867745972797157279918695139767337916258431556129111252","https://assets.sorare.com/player/52646574-caf8-41f7-9ac5-f0ae20079044/picture/avatar-c30473ac980fbafc5431ce4156ca2a90.png","Branco van den Boomen","Midfielder  - 27","58.5","100%  PLAYED","62.5","93%  PLAYED","61.7","98%  PLAYED","Ξ 0,0151","Ξ 0,144","3-day average","Ξ 0,978","7-day average","Last public sale"
"100th","https://www.soraredata.com/player/58819446766616280039937269926206566695151618756777468818249804286389745382950","https://assets.sorare.com/player/82496dad-11c2-484a-aa43-fc83f9cb0e3e/picture/avatar-773c29bcc83aba416284908690106286.png","Khvicha Kvaratskhelia","Midfielder  - 22","55.6","100%  PLAYED","62.5","93%  PLAYED","61.6","88%  PLAYED","Ξ 0,0973","Ξ 1,126","3-day average","Ξ 3,682","7-day average","1-month average"
"101st","https://www.soraredata.com/player/86145571730835292072949958357039700729744869630887644054889333953827293424196","https://assets.sorare.com/player/ce627464-33ae-4329-8853-a77719492469/picture/avatar-170e93f14cac869a69e8a35a0ac78209.png","Jota","Forward  - 24","79.4","100%  PLAYED","62.4","100%  PLAYED","63.6","90%  PLAYED","Ξ 0,0495","Ξ 0,388","3-day average","Ξ 5,408","7-day average","Last public sale"
"102nd","https://www.soraredata.com/player/75597369829963831282538118321744091313258006789913817333721469483682530070695","https://assets.sorare.com/player/4a68bb41-5f33-44f5-b523-9a4551c93678/picture/avatar-551d9541702944103fe01a606a3c61b4.png","Yoon Bit-Garam","Midfielder  - 32","61.7","100%  PLAYED","62.4","80%  PLAYED","55.6","50%  PLAYED","Ξ 0,0058","Ξ 0,0625","3-day average","Ξ 0,180","7-day average","Last public sale"
"103rd","https://www.soraredata.com/player/30544829976548938841915586007285594789150556932598749907832488901512162098467","https://assets.sorare.com/player/ea8aff9e-b21e-4c80-80f3-32cc69d3f6ea/picture/avatar-320ba248aea2032219c2c2e7e24c3a75.png","Gabriel Florentín","Midfielder  - 24","59.5","40%  PLAYED","62.4","80%  PLAYED","53.7","65%  PLAYED","Ξ 0,0099","Ξ 0,0963","3-day average","Ξ 0,476","Last public sale","1-month average"
"104th","https://www.soraredata.com/player/63343656226708017926347652309739379121763807952251492372550056272115960073895","https://assets.sorare.com/player/e88bf4b8-aa2f-4a82-aab4-67eaa9fe46ab/picture/avatar-e5cdd1aa4ef3dd15bb9d556c840e6b45.png","Éder Militão","Defender  - 25","41.9","100%  PLAYED","62.3","93%  PLAYED","58.1","85%  PLAYED","Ξ 0,0364","Ξ 0,304","3-day average","Ξ 1,687","7-day average","1-month average"
"105th","https://www.soraredata.com/player/94670240284214945829795796815521345366205719593812010546383040754064862875414","https://assets.sorare.com/player/d84d0a26-7033-494f-8906-4dedb5cad48e/picture/avatar-3fe5ac5a2143635aa4426634c05c916f.png","Hjalmar Ekdal","Defender  - 24","46.4","40%  PLAYED","62.3","80%  PLAYED","NA","0%  PLAYED","Ξ 0,0020","Ξ 0,0261","3-day average","No sale","3-day average",""
