"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","font-semibold","text-rare","font-semibold 2","text-super-rare","font-semibold 3"
"65th","https://www.soraredata.com/player/88019088223013367190543906874331974630411421847368750011248149555423180119241","https://assets.sorare.com/player/b9333d2a-4c9a-4416-aae5-37ba84a6b06a/picture/avatar-941d769b1a8ff895a9376d873289503c.png","Daler Kuzyaev","Midfielder  - 30","56.9","100%  PLAYED","64.2","100%  PLAYED","62.2","80%  PLAYED","Ξ 0,0150","3-day average","Ξ 0,299","Last public sale","Ξ 1,000","Last public sale"
"66th","https://www.soraredata.com/player/72920897391507151441613822648311882902601704331356004257491560722450923553950","https://assets.sorare.com/player/8915cb77-11b3-4974-bee9-97f253d2cf10/picture/avatar-20142a6fc631ecc16782b50ebbb19629.png","Darwin Quintero","Forward  - 35","46.6","60%  PLAYED","64.1","80%  PLAYED","56.3","85%  PLAYED","Ξ 0,0138","7-day average","Ξ 0,145","3-day average","Ξ 0,540","2-week average"
"67th","https://www.soraredata.com/player/21926777158974404465697652294816223768155399181333772654297124010926701214014","https://assets.sorare.com/player/2806bbad-2cac-42ac-932f-ab6a02d90dc0/picture/avatar-b5021f986453924a838b9ec3ef24c9e9.png","Bruno Fernandes","Midfielder  - 28","77.2","80%  PLAYED","64.1","93%  PLAYED","68.5","93%  PLAYED","Ξ 0,0738","3-day average","Ξ 0,762","3-day average","Ξ 4,020","7-day average"
"68th","https://www.soraredata.com/player/48380842144983288192522179336824627532162087660931343871131604813749882700369","https://assets.sorare.com/player/1fb43681-944a-4e5e-afb4-1464a1129236/picture/avatar-c8eeaf2b97b53e158dad268410a9e8eb.png","Guido Burgstaller","Forward  - 34","67.7","80%  PLAYED","64.1","93%  PLAYED","53.2","90%  PLAYED","Ξ 0,0032","3-day average","Ξ 0,0371","2-week average","Ξ 0,158","Last public sale"
"69th","https://www.soraredata.com/player/111934757637098589799874782671545880456841676926764778997669299245197632952671","https://assets.sorare.com/player/a54bbbe3-1a13-49e4-a595-d1c9ac1779e6/picture/avatar-0adcfaac43e212136ef7b2d8c0bfc1c8.png","Gakuto Notsuda","Midfielder  - 28","65.6","100%  PLAYED","64.1","93%  PLAYED","64.1","88%  PLAYED","Ξ 0,0386","3-day average","Ξ 0,350","Last public sale","Ξ 2,109","Last public sale"
"70th","https://www.soraredata.com/player/30544829976548938841915586007285594789150556932598749907832488901512162098467","https://assets.sorare.com/player/ea8aff9e-b21e-4c80-80f3-32cc69d3f6ea/picture/avatar-320ba248aea2032219c2c2e7e24c3a75.png","Gabriel Florentín","Midfielder  - 24","59.9","100%  PLAYED","64.0","80%  PLAYED","56.3","68%  PLAYED","Ξ 0,0110","7-day average","Ξ 0,0963","Last public sale","Ξ 0,476","Last public sale"
"71st","https://www.soraredata.com/player/111985670215154982243601431622776361575006915768227395297207796384560436604217","https://assets.sorare.com/player/47265673-9c81-4d99-a054-904f93ab5e4b/picture/avatar-bb08254ce2ed47faabfa996d305085ca.png","Daniel Muñoz","Defender  - 26","58.0","40%  PLAYED","64.0","80%  PLAYED","63.4","85%  PLAYED","Ξ 0,0084","3-day average","Ξ 0,0756","3-day average","Ξ 0,569","3-day average"
"72nd","https://www.soraredata.com/player/13670705061533331028010593566096620449369378442670885049486412015962512083771","https://assets.sorare.com/player/60651b88-644f-4fc8-98f1-6ac7316acd97/picture/avatar-929c8c04b20200d457b74f833d669556.png","Noë Dussenne","Defender  - 31","55.3","100%  PLAYED","63.9","87%  PLAYED","60.2","85%  PLAYED","Ξ 0,0029","3-day average","Ξ 0,0388","2-week average","Ξ 0,430","Last public sale"
"73rd","https://www.soraredata.com/player/36065140664084368847876389564979060890766010589296947287552667203069688436092","https://assets.sorare.com/player/8e4ddd8e-75c5-4d84-9d69-ba48231e32f6/picture/avatar-c86e874ffb527c2a938848fae9745c8c.png","Manuel Ugarte","Midfielder  - 22","72.5","80%  PLAYED","63.9","80%  PLAYED","59.3","83%  PLAYED","Ξ 0,0349","1-month average","Ξ 0,311","Last public sale","No sale",""
"74th","https://www.soraredata.com/player/16552272026936580533923813949919597033060503523228896093553150361412381023065","https://assets.sorare.com/player/94363a18-8a15-4404-94d4-a23e6f2d6c18/picture/avatar-a6c5488cee191da15ac8ad333f8820b0.png","Jessy Benet","Midfielder  - 27","65.9","100%  PLAYED","63.8","93%  PLAYED","54.5","85%  PLAYED","Ξ 0,0063","3-day average","Ξ 0,0567","2-week average","Ξ 0,350","1-month average"
"75th","https://www.soraredata.com/player/71598622301963563929609765234489594902800913583562330415791307769790733159961","https://assets.sorare.com/player/e621012f-6bc2-4a35-80b3-5afd6eebcea8/picture/avatar-1261afcd57d5f7df586940d7bb659625.png","Lutsharel Geertruida","Defender  - 22","64.3","100%  PLAYED","63.8","93%  PLAYED","58.6","85%  PLAYED","Ξ 0,0165","3-day average","Ξ 0,156","7-day average","Ξ 1,350","1-month average"
"76th","https://www.soraredata.com/player/44901831939848455771788946600383686356533274836137132304115946990870714760405","https://assets.sorare.com/player/193d6be5-5bac-42c6-879e-3c743891623e/picture/avatar-5e3ceeeaf119d12c7d28ef640a5f1e94.png","Manolis Saliakas","Defender  - 26","61.0","100%  PLAYED","63.8","93%  PLAYED","NA","0%  PLAYED","Ξ 0,0057","3-day average","Ξ 0,0549","3-day average","Ξ 0,329","2-week average"
"77th","https://www.soraredata.com/player/20509534811407052880214991190068321219124329793532692113830520383391514528776","https://assets.sorare.com/player/680e0bf0-2c9b-4dae-9127-b9fc39c8ddf9/picture/avatar-2046688ac026265e98b8020e982efc96.png","Jean-Philippe Krasso","Forward  - 25","67.8","100%  PLAYED","63.6","100%  PLAYED","58.0","90%  PLAYED","Ξ 0,0134","3-day average","Ξ 0,126","7-day average","Ξ 0,380","Last public sale"
"78th","https://www.soraredata.com/player/108003326830722637247736438624399727084044964840253481166508483235733019014042","https://assets.sorare.com/player/0e7e68a5-550d-4478-a26a-04fcbe975e0a/picture/avatar-80b1caf08bc4c46f44c5b88946f64771.png","Gotoku Sakai","Defender  - 32","58.1","100%  PLAYED","63.5","93%  PLAYED","57.5","95%  PLAYED","Ξ 0,0181","3-day average","Ξ 0,175","7-day average","Ξ 1,000","Last public sale"
"79th","https://www.soraredata.com/player/114912533184860112969899447368455799113396573050393664080099406252511868021283","https://assets.sorare.com/player/9a860350-e773-4090-856f-49a55f0198cd/picture/avatar-01ac929d294bfad1fd0b6a96f038446d.png","Maxime Bernauer","Defender  - 24","63.3","100%  PLAYED","63.5","93%  PLAYED","55.0","85%  PLAYED","Ξ 0,0035","3-day average","Ξ 0,0480","3-day average","Ξ 0,146","Last public sale"
"80th","https://www.soraredata.com/player/30446485262547061244940859598039386715009288234010030526952050070501707247650","https://assets.sorare.com/player/b36ea66b-9a9e-4018-ad85-4053777c779f/picture/avatar-76cafe7a2bd3378ee72942db822c1623.png","Vito van Crooij","Forward  - 27","61.4","100%  PLAYED","63.5","100%  PLAYED","59.1","98%  PLAYED","Ξ 0,0079","3-day average","Ξ 0,136","7-day average","Ξ 0,700","Last public sale"
"81st","https://www.soraredata.com/player/110938786906893869903082735905826923268930208060186457041855333522809385088985","https://assets.sorare.com/player/1d4cf0f0-25ba-4332-88e4-c06c9c3a17ee/picture/avatar-6e0b4fd8a106ea69781533f0afa5fa43.png","Ismaël Aaneba","Defender  - 23","69.1","80%  PLAYED","63.5","87%  PLAYED","54.7","88%  PLAYED","Ξ 0,0054","3-day average","Ξ 0,0459","3-day average","Ξ 0,325","3-day average"
"82nd","https://www.soraredata.com/player/40491260212307269786153904270764443214721019181233480894468909618766060973246","https://assets.sorare.com/player/e11b6a5b-2e88-41d7-9c62-bcee31a9074e/picture/avatar-6e74f163dc92d2b7cbf0bfff75a1cad6.png","Denis Bouanga","Forward  - 28","65.2","100%  PLAYED","63.5","100%  PLAYED","59.4","88%  PLAYED","Ξ 0,0622","3-day average","Ξ 0,351","3-day average","Ξ 1,216","Last public sale"
"83rd","https://www.soraredata.com/player/67159624593957996628800792066825996114716263973104116738981276681423137789503","https://assets.sorare.com/player/13336865-ee42-45f0-97d9-891fd8dd8f97/picture/avatar-cf8b2ade703072888c32482691ccb467.png","Dávid Hancko","Defender  - 25","52.2","100%  PLAYED","63.4","100%  PLAYED","64.6","100%  PLAYED","Ξ 0,0192","3-day average","Ξ 0,234","7-day average","Ξ 1,451","1-month average"
"84th","https://www.soraredata.com/player/43012775490467746846880103259228354200548026100835054199750493456974323393460","https://assets.sorare.com/player/e8e3ecbe-b756-42ee-838f-e210b14edd50/picture/avatar-24128cc66ba8d58e78bcb1184f88e4bc.png","Jean Mota","Midfielder  - 29","70.6","100%  PLAYED","63.4","100%  PLAYED","57.6","98%  PLAYED","Ξ 0,0136","3-day average","Ξ 0,1000","3-day average","Ξ 0,575","3-day average"
"85th","https://www.soraredata.com/player/81114179738979787555903681920669844847091507423996875126050852109639896442988","https://assets.sorare.com/player/e75fc75d-4678-4879-84f4-22b19c6b8dfb/picture/avatar-0be4ac35ba84e02f23dc403c1631df20.png","Sho Sasaki","Defender  - 33","62.7","100%  PLAYED","63.4","100%  PLAYED","64.6","98%  PLAYED","Ξ 0,0358","3-day average","Ξ 0,244","7-day average","Ξ 1,355","Last public sale"
"86th","https://www.soraredata.com/player/1285043285504300824803122775568873105104525942995065511625388458135316219260","https://assets.sorare.com/player/dca525ac-78fb-45a0-9348-b61d5b49757e/picture/avatar-031d0cc4bedfe027e216e07d90492e7a.png","Ludovit Reis","Midfielder  - 22","61.1","100%  PLAYED","63.3","100%  PLAYED","59.0","98%  PLAYED","Ξ 0,0104","3-day average","Ξ 0,0724","7-day average","Ξ 0,424","Last public sale"
"87th","https://www.soraredata.com/player/49133509299683162412038557426392577802557456878568190351813983384610489422183","https://assets.sorare.com/player/863b1985-9578-45f3-bd7e-7201b20337ad/picture/avatar-e6e4f96334c0273f7bc8f0176ccf9967.png","Enner Valencia","Forward  - 33","52.2","100%  PLAYED","63.3","100%  PLAYED","56.1","93%  PLAYED","Ξ 0,0073","3-day average","Ξ 0,136","1-month average","Ξ 0,612","7-day average"
"88th","https://www.soraredata.com/player/98285710894302748171643250761714299137938313001846912771828713368973978120363","https://assets.sorare.com/player/0323aaa4-541e-4e49-a198-4a02f6a1f459/picture/avatar-28f0654ce667397e0b981d48f6033f3e.png","Julián Quiñones","Forward  - 26","68.3","100%  PLAYED","63.3","93%  PLAYED","59.7","93%  PLAYED","Ξ 0,0175","3-day average","Ξ 0,129","3-day average","Ξ 0,902","2-week average"
"89th","https://www.soraredata.com/player/2830854820486693520920979212541615176665111252373771284960587505562319545433","https://assets.sorare.com/player/659d39a3-e7e0-4a4f-a892-1783202dc9d0/picture/avatar-a45599d92f3f3b41e4f6d33b5c9e4e5c.png","Rémy Cabella","Midfielder  - 33","77.4","100%  PLAYED","63.3","100%  PLAYED","63.6","78%  PLAYED","Ξ 0,0197","3-day average","Ξ 0,124","3-day average","Ξ 0,649","Last public sale"
"90th","https://www.soraredata.com/player/47065069549698011565826665153485343996549574607220866012730933383114732386969","https://assets.sorare.com/player/67094d68-080a-4a5f-85f6-dc8663d31734/picture/avatar-0e200a41672ea610c85337281b81e4f4.png","Nikolay Komlichenko","Forward  - 27","52.5","100%  PLAYED","63.2","93%  PLAYED","56.6","93%  PLAYED","Ξ 0,0195","7-day average","Ξ 0,258","Last public sale","Ξ 0,200","Last public sale"
"91st","https://www.soraredata.com/player/39072412822669046893166461635360051897098613752237002554774873215453751083884","https://assets.sorare.com/player/08e9fdee-27dd-4e6b-b55d-99266b31610c/picture/avatar-c47f31fd08f70bcbba030d1bc9661223.png","Cristian Espinoza","Midfielder  - 28","69.9","100%  PLAYED","63.1","100%  PLAYED","58.5","100%  PLAYED","Ξ 0,0194","3-day average","Ξ 0,152","3-day average","Ξ 0,675","Last public sale"
"92nd","https://www.soraredata.com/player/75808086030234682053566986751656230973460829255227634679674913129842047897453","https://assets.sorare.com/player/afc9585c-7c45-4d92-b182-3a3c78deebef/picture/avatar-9ffece8eb44a0ec42c4a6a2e1072480a.png","Niels Nkounkou","Defender  - 22","74.7","100%  PLAYED","63.1","100%  PLAYED","47.9","83%  PLAYED","Ξ 0,0135","3-day average","Ξ 0,0770","2-week average","Ξ 0,527","2-week average"
"93rd","https://www.soraredata.com/player/110228432737012227951226705228370714511373924453772196670902821185280017405848","https://assets.sorare.com/player/442edf2b-f6fa-4214-b976-b32a5904fc1a/picture/avatar-aa4cec8dcf18fb02aefab2d56d4ee733.png","Mohamed Salah","Forward  - 30","69.2","100%  PLAYED","63.0","100%  PLAYED","60.0","100%  PLAYED","Ξ 0,0491","3-day average","Ξ 0,367","7-day average","Ξ 2,250","Last public sale"
"94th","https://www.soraredata.com/player/78481830710607058959538539241882592579251472424204411558952830050753778496529","https://assets.sorare.com/player/0c704d40-246b-43af-b638-c3d30e4bb8b3/picture/avatar-27bb06a1bb7e05be386683e106658058.png","Alistair Johnston","Defender  - 24","63.8","100%  PLAYED","63.0","93%  PLAYED","52.1","95%  PLAYED","Ξ 0,0189","3-day average","Ξ 0,127","3-day average","Ξ 0,870","Last public sale"
"95th","https://www.soraredata.com/player/108364429427955739960298159119163518975816110185259198287232398648357400427605","https://assets.sorare.com/player/7486967c-bd85-47e7-a84f-c61806aae2cd/picture/avatar-3d762a28c64fc39c341f2b86d24e92c9.png","Makoto Mitsuta","Forward  - 23","54.6","100%  PLAYED","63.0","93%  PLAYED","60.3","93%  PLAYED","Ξ 0,0618","3-day average","Ξ 0,460","2-week average","Ξ 2,211","Last public sale"
"96th","https://www.soraredata.com/player/59241447422703597695719629768960494630104107535879630594868174146977038574785","https://assets.sorare.com/player/58d1b9dd-9012-45f4-bdd8-414a9f7348f9/picture/avatar-26d52ac1b3fc1a8014fbc26829decee9.png","Gabriel Pereira","Midfielder  - 21","61.3","80%  PLAYED","63.0","93%  PLAYED","53.6","88%  PLAYED","Ξ 0,0219","3-day average","Ξ 0,201","3-day average","No sale",""
"97th","https://www.soraredata.com/player/51507690859938526596231868759498653807426147703015937020249704203779187395800","https://assets.sorare.com/player/985cb027-ce94-43c7-adc1-2b4aca611476/picture/avatar-11a76a5369a333e84e00cd7fa74b363d.png","Ethan Pinnock","Defender  - 29","65.1","100%  PLAYED","62.9","100%  PLAYED","54.6","68%  PLAYED","Ξ 0,0077","3-day average","Ξ 0,0500","3-day average","Ξ 0,106","Last public sale"
"98th","https://www.soraredata.com/player/41571352316456464689721984025107325350956873768631364651926213355081866957432","https://assets.sorare.com/player/9965c362-7c52-45e4-80f8-5ac2d600b734/picture/avatar-dd19b386158f8c75ab2bec39884170a0.png","Wendel","Midfielder  - 25","66.1","80%  PLAYED","62.9","87%  PLAYED","64.8","85%  PLAYED","Ξ 0,0488","3-day average","Ξ 0,302","1-month average","Ξ 3,850","Last public sale"
"99th","https://www.soraredata.com/player/10995783725896928429002410159556120548400505881845778123384799544768299771377","https://assets.sorare.com/player/776d618e-f5e3-472d-8c9a-a48c525d01f9/picture/avatar-4afd9e1c2ddedf0b8c6827dd02fb93f2.png","Iñigo Córdoba","Forward  - 26","55.8","100%  PLAYED","62.9","87%  PLAYED","51.0","93%  PLAYED","Ξ 0,0031","3-day average","Ξ 0,0440","3-day average","Ξ 0,489","Last public sale"
"100th","https://www.soraredata.com/player/47224301532385317623254783625865746951872365417909321988718636131699140931449","https://assets.sorare.com/player/86bd4115-f1c2-4a68-a760-cff7d08c1935/picture/avatar-dd1009da6fffebaca7004bcfea15f96d.png","Thom Haye","Midfielder  - 28","58.0","100%  PLAYED","62.9","93%  PLAYED","62.9","93%  PLAYED","Ξ 0,0073","3-day average","Ξ 0,125","3-day average","Ξ 1,084","2-week average"
"101st","https://www.soraredata.com/player/14575039784943423719651851962192929219394916908220659570534623097095223811152","https://assets.sorare.com/player/87de9be4-a2b6-4fb6-9ca9-9e5c17f7b734/picture/avatar-fc6aa700e0bbdc120699ff32dad03e05.png","Robert Žulj","Forward  - 31","63.7","100%  PLAYED","62.8","87%  PLAYED","NA","0%  PLAYED","Ξ 0,0059","3-day average","Ξ 0,0470","3-day average","Ξ 0,305","7-day average"
"102nd","https://www.soraredata.com/player/37738537935315405782943461593649461798897770434338506103878808898113403131887","https://assets.sorare.com/player/1e5b485a-3185-452e-942c-bb6e363cd388/picture/avatar-146262092b398d587e838696d942fce0.png","Gustav Isaksen","Forward  - 22","76.0","100%  PLAYED","62.7","100%  PLAYED","54.3","98%  PLAYED","Ξ 0,0248","3-day average","Ξ 0,134","2-week average","Ξ 0,357","Last public sale"
"103rd","https://www.soraredata.com/player/43185526010595318851379879251517802674308259393822765591088576183464898914305","https://assets.sorare.com/player/8748291e-74b4-427c-a8d9-8791f897df5c/picture/avatar-378386243ab3d06a0d7346f1a658aa4c.png","Issiaga Sylla","Defender  - 29","52.7","100%  PLAYED","62.7","80%  PLAYED","48.8","80%  PLAYED","Ξ 0,0042","3-day average","Ξ 0,0650","Last public sale","Ξ 0,0765","Last public sale"
"104th","https://www.soraredata.com/player/11130709545563409449977613583055062687118841188063467311675978469003647671208","https://assets.sorare.com/player/caa73608-167d-4a8c-bc3b-0445f1a6e26e/picture/avatar-70919e4c398cd6d2a344b39671706f32.png","Jelle Bataille","Defender  - 23","68.3","100%  PLAYED","62.7","100%  PLAYED","52.8","85%  PLAYED","Ξ 0,0048","3-day average","Ξ 0,0348","3-day average","Ξ 0,356","Last public sale"
"105th","https://www.soraredata.com/player/24906583980998184059222494896548478243192256249678186915081913959085752213447","https://assets.sorare.com/player/7ce20daa-b1fe-475b-bdf3-3fc0096c5662/picture/avatar-5cac69a1904f48d85d4e5f046bd5a671.png","Georges Mikautadze","Forward  - 22","66.2","100%  PLAYED","62.5","100%  PLAYED","55.8","98%  PLAYED","Ξ 0,0346","3-day average","Ξ 0,230","1-month average","Ξ 1,150","Last public sale"
